시도명,시군구명,읍/면/동
광주광역시,광산구,용봉동
경기도,이천시,중리동
서울특별시,금천구,독산동
경기도,광주시,곤지암읍
전라남도,영광군,군남면
전라남도,화순군,도암면
강원도,양구군,해안면
전라남도,영암군,영암읍
제주특별자치도,서귀포시,성산읍
전라남도,순천시,황전면
경기도,파주시,장단면
부산광역시,북구,화명동
서울특별시,금천구,독산동
경상북도,울진군,울진읍
경기도,양평군,서종면
대구광역시,북구,대현동
전라남도,나주시,영산동
경기도,용인시처인구,이동면
광주광역시,광산구,장덕동
경기도,하남시,덕풍동
경기도,파주시,파주읍
광주광역시,북구,문흥동
부산광역시,북구,화명동
전라북도,전주시덕진구,송천동1가
경상북도,성주군,성주읍
서울특별시,중구,산림동
광주광역시,광산구,신촌동
경기도,화성시,서신면
전라남도,무안군,청계면
경상북도,청도군,이서면
경기도,김포시,운양동
울산광역시,울주군,온양읍
부산광역시,부산진구,전포동
대구광역시,동구,내동
전라남도,화순군,동면
부산광역시,사상구,학장동
대구광역시,달서구,이곡동
울산광역시,중구,성안동
서울특별시,관악구,신림동
경기도,고양시덕양구,토당동
경상북도,의성군,점곡면
서울특별시,서초구,방배동
울산광역시,동구,주전동
서울특별시,중구,충무로3가
경기도,평택시,진위면
충청북도,청주시흥덕구,강내면
부산광역시,사상구,덕포동
경상북도,성주군,대가면
대전광역시,중구,부사동
인천광역시,남구,관교동
대전광역시,대덕구,송촌동
부산광역시,기장군,정관읍
경상남도,밀양시,내일동
서울특별시,성북구,하월곡동
대전광역시,중구,선화동
인천광역시,옹진군,영흥면
충청북도,진천군,덕산면
경기도,수원시팔달구,화서동
서울특별시,광진구,화양동
서울특별시,양천구,신정동
전라남도,목포시,상동
경상남도,김해시,구산동
경상남도,창녕군,남지읍
경상북도,포항시남구,송도동
전라북도,남원시,하정동
전라북도,정읍시,감곡면
경상북도,영주시,풍기읍
경기도,가평군,가평읍
광주광역시,북구,우산동
경기도,성남시수정구,수진동
경기도,양주시,백석읍
서울특별시,관악구,봉천동
경기도,성남시분당구,운중동
서울특별시,중구,남대문로5가
충청남도,당진시,송산면
경상북도,성주군,용암면
서울특별시,은평구,불광동
제주특별자치도,서귀포시,서홍동
전라북도,정읍시,공평동
경기도,용인시처인구,포곡읍
경기도,안산시상록구,사동
경상남도,남해군,남면
대구광역시,달서구,대곡동
경상북도,칠곡군,북삼읍
광주광역시,남구,봉선동
서울특별시,노원구,하계동
충청북도,청주시흥덕구,운천동
서울특별시,광진구,중곡동
전라남도,여수시,소호동
경기도,양주시,남면
강원도,속초시,도문동
인천광역시,서구,검암동
경기도,여주시,금사면
경기도,포천시,화현면
대전광역시,동구,하소동
부산광역시,동구,좌천동
경상남도,밀양시,산외면
강원도,강릉시,두산동
울산광역시,북구,호계동
대구광역시,수성구,연호동
대전광역시,서구,둔산동
전라북도,김제시,흥사동
경기도,화성시,송산동
대구광역시,서구,비산동
전라남도,보성군,보성읍
인천광역시,강화군,강화읍
경상남도,김해시,관동동
경기도,여주시,강천면
경기도,시흥시,월곶동
경상북도,김천시,대광동
울산광역시,남구,여천동
경기도,성남시수정구,신흥동
경기도,고양시일산동구,정발산동
대구광역시,달성군,구지면
강원도,춘천시,서면
경기도,평택시,고덕면
전라남도,순천시,해룡면
경상남도,사천시,축동면
경기도,안성시,금광면
충청남도,보령시,성주면
경기도,여주시,강천면
강원도,강릉시,포남동
충청남도,부여군,규암면
경상남도,창원시 의창구,사림동
강원도,고성군,간성읍
경기도,용인시수지구,동천동
경기도,여주시,금사면
충청북도,음성군,대소면
울산광역시,울주군,온산읍
경기도,의정부시,의정부동
경기도,안성시,공도읍
경기도,남양주시,오남읍
울산광역시,동구,방어동
경기도,화성시,양감면
전라남도,광양시,금호동
경상남도,하동군,악양면
대전광역시,서구,월평동
충청남도,서천군,서천읍
서울특별시,중구,주교동
전라남도,보성군,보성읍
전라남도,무안군,몽탄면
경기도,남양주시,진접읍
경기도,파주시,금촌동
경기도,안성시,대덕면
서울특별시,서대문구,연희동
경상북도,상주시,화북면
경기도,수원시장안구,조원동
강원도,원주시,흥업면
경기도,안양시만안구,안양동
경기도,파주시,아동동
경상남도,밀양시,상남면
경상북도,영양군,청기면
울산광역시,울주군,두서면
경상남도,창원시 성산구,남산동
경상남도,거제시,남부면
서울특별시,중랑구,중화동
울산광역시,중구,유곡동
광주광역시,서구,풍암동
강원도,인제군,서화면
서울특별시,성동구,마장동
서울특별시,강남구,역삼동
서울특별시,마포구,도화동
경기도,시흥시,정왕동
경기도,성남시분당구,백현동
서울특별시,동대문구,답십리동
부산광역시,기장군,기장읍
인천광역시,서구,원창동
경기도,성남시중원구,상대원동
경기도,하남시,미사동
부산광역시,남구,대연동
인천광역시,남구,주안동
경기도,성남시분당구,수내동
경기도,이천시,호법면
경기도,용인시수지구,동천동
경기도,고양시일산동구,장항동
충청남도,보령시,청라면
경기도,광명시,철산동
경기도,광주시,퇴촌면
경기도,평택시,서탄면
대구광역시,서구,평리동
대구광역시,달성군,논공읍
서울특별시,강북구,미아동
부산광역시,남구,용호동
경기도,성남시분당구,정자동
경기도,고양시일산서구,덕이동
경기도,시흥시,정왕동
경기도,양주시,남면
경기도,안산시단원구,원시동
경상남도,창원시 성산구,양곡동
경상북도,영주시,장수면
서울특별시,송파구,가락동
서울특별시,용산구,이촌동
충청남도,태안군,태안읍
충청남도,논산시,채운면
강원도,원주시,단구동
서울특별시,성북구,보문동4가
전라남도,보성군,벌교읍
충청남도,태안군,태안읍
경기도,의왕시,왕곡동
전라남도,고흥군,두원면
경기도,안산시상록구,부곡동
경상남도,창녕군,계성면
경기도,남양주시,수동면
대전광역시,서구,흑석동
부산광역시,강서구,명지동
울산광역시,남구,달동
충청북도,보은군,보은읍
경기도,오산시,양산동
서울특별시,관악구,봉천동
전라북도,완주군,이서면
전라남도,고흥군,동강면
부산광역시,동래구,명장동
서울특별시,양천구,신정동
경상북도,문경시,산북면
경기도,포천시,창수면
경기도,양주시,장흥면
강원도,원주시,부론면
경기도,이천시,모가면
서울특별시,용산구,이태원동
광주광역시,광산구,산정동
강원도,화천군,상서면
경기도,김포시,양촌읍
경상남도,진주시,상봉동
전라북도,전주시완산구,효자동1가
서울특별시,은평구,응암동
서울특별시,강남구,자곡동
경기도,양주시,광적면
서울특별시,중구,정동
대구광역시,수성구,연호동
대구광역시,북구,동천동
울산광역시,중구,반구동
전라남도,강진군,도암면
경기도,성남시수정구,태평동
제주특별자치도,제주시,아라일동
경기도,양주시,광적면
강원도,강릉시,주문진읍
서울특별시,용산구,한강로2가
인천광역시,중구,운남동
경기도,시흥시,과림동
경기도,이천시,장록동
경기도,안산시상록구,부곡동
경기도,김포시,하성면
경상북도,포항시남구,송내동
경상북도,칠곡군,약목면
울산광역시,남구,무거동
경기도,여주시,흥천면
강원도,강릉시,사천면
경상북도,김천시,부항면
전라북도,부안군,계화면
전라남도,나주시,노안면
충청남도,공주시,신관동
서울특별시,서초구,반포동
전라남도,고흥군,대서면
경기도,파주시,파주읍
전라남도,순천시,해룡면
경상남도,진주시,상대동
경기도,평택시,안중읍
충청남도,부여군,규암면
경상남도,김해시,내동
부산광역시,서구,동대신동2가
경상남도,김해시,어방동
경상남도,밀양시,상동면
서울특별시,은평구,증산동
경상남도,사천시,용현면
충청남도,부여군,은산면
전라남도,장성군,장성읍
경기도,양주시,덕정동
경기도,동두천시,지행동
경상남도,창원시 성산구,반림동
대구광역시,수성구,범어동
경기도,파주시,맥금동
서울특별시,양천구,신월동
경기도,군포시,산본동
경기도,가평군,청평면
부산광역시,연제구,연산동
제주특별자치도,제주시,내도동
대전광역시,대덕구,법동
경기도,군포시,대야미동
경기도,성남시중원구,상대원동
서울특별시,마포구,서교동
부산광역시,동구,수정동
부산광역시,중구,보수동1가
전라북도,군산시,오식도동
부산광역시,사하구,하단동
부산광역시,남구,문현동
서울특별시,관악구,신림동
대전광역시,대덕구,오정동
강원도,홍천군,화촌면
경기도,고양시덕양구,화전동
경상북도,안동시,풍산읍
서울특별시,서초구,서초동
제주특별자치도,제주시,이도일동
대구광역시,서구,비산동
경기도,과천시,주암동
서울특별시,종로구,수송동
충청남도,천안시서북구,신당동
서울특별시,구로구,개봉동
경기도,화성시,봉담읍
부산광역시,수영구,민락동
경상북도,봉화군,봉성면
서울특별시,종로구,평창동
서울특별시,구로구,구로동
강원도,원주시,문막읍
인천광역시,연수구,송도동
경기도,화성시,봉담읍
경상남도,창원시 마산합포구,진북면
대전광역시,중구,유천동
서울특별시,강남구,대치동
광주광역시,광산구,오선동
서울특별시,강북구,미아동
